cookie_name,cookie_value,cookie_domain,cookie_path,cookie_secure,cookie_expires,cookie_httpOnly,request_url,request_method,request_body,request_headers,response_status_code,response_headers,request_timestamp,source_url,timestamp,page_title,browser_id,party_type
__Secure-ENID,31.SE=hcXFvNlfetGnJGqiQbVWNaaa4B3p6OcaVZszD4E4eRdDbEBrVLC5MXP1kC4V11zoOtT1DFAoKbR_LitAJy9azuroDWWlqw7nG-uZcLuR96v53MNAlzPQ32RWRu4Rp9ewk6-4ImOnxK5yjh_nNMpeTQajlxxuW2fgT43xgAC1cb8dLJ8V7ei3Uwp6em66IRlVFMv2vY3415vtKXNtAOR9bCMep8Sp2DeFCG0bd-vGiemGRW4nwPryGQ,.google.com,/,True,1803851410,True,https://play.google.com/log?hasfast=true&authuser=0&format=json,POST,"[[1,null,null,null,null,null,null,null,null,null,[null,null,null,null,null,null,null,null,[[[""Not(A:Brand"",""8""],[""Chromium"",""144""],[""Google Chrome"",""144""]],0,""Windows"",""19.0.0"",""x86"","""",""144.0.7559.97""],[3,1]]],373,[[1769664709932,null,null,null,null,null,null,""[1,40400,243,null,\\""861441859.0\\"",\\""w_B6acKpEJ26kdUP2b6voAo\\"",null,null,null,\\""en\\"",\\""FRA\\"",0,7,10373,null,0,0,null,\\""og-93f66410-814c-4a99-ae3e-6872ffaf6854\\"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,null,1,null,[2,5,\\""we\\"",18],null,null,null,null,1]"",null,null,null,null,null,null,-32400,[null,null,null,""[null,null,[3700942,3701384,102772546,116119823,116221149,116221152]]""],null,null,null,null,1]],1769664710579,null,null,null,null,null,null,null,null,null,null,null,null,null,[[null,[null,null,null,null,null,null,null,null,null,null,null,null,122505695]],9]]","{""content-length"": ""950"", ""sec-ch-ua-platform"": ""\\""Windows\\"""", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"", ""sec-ch-ua"": ""\\""Not(A:Brand\\"";v=\\""8\\"", \\""Chromium\\"";v=\\""144\\"", \\""Google Chrome\\"";v=\\""144\\"""", ""content-type"": ""text/plain;charset=UTF-8"", ""sec-ch-ua-mobile"": ""?0"", ""accept"": ""*/*"", ""origin"": ""chrome-untrusted://new-tab-page"", ""x-browser-channel"": ""stable"", ""x-browser-year"": ""2026"", ""x-browser-validation"": ""d8JhDaoX8b/ShTRrHDjGiWOeFok="", ""x-browser-copyright"": ""Copyright 2026 Google LLC. All Rights reserved."", ""x-client-data"": ""CN6BywE="", ""sec-fetch-site"": ""cross-site"", ""sec-fetch-mode"": ""no-cors"", ""sec-fetch-dest"": ""empty"", ""sec-fetch-storage-access"": ""active"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""accept-language"": ""en-US,en;q=0.9"", ""priority"": ""u=4, i""}",200.0,"{""access-control-allow-origin"": ""chrome-untrusted://new-tab-page"", ""cross-origin-resource-policy"": ""cross-origin"", ""access-control-allow-credentials"": ""true"", ""access-control-allow-headers"": ""X-Playlog-Web"", ""set-cookie"": ""__Secure-ENID=31.SE=hcXFvNlfetGnJGqiQbVWNaaa4B3p6OcaVZszD4E4eRdDbEBrVLC5MXP1kC4V11zoOtT1DFAoKbR_LitAJy9azuroDWWlqw7nG-uZcLuR96v53MNAlzPQ32RWRu4Rp9ewk6-4ImOnxK5yjh_nNMpeTQajlxxuW2fgT43xgAC1cb8dLJ8V7ei3Uwp6em66IRlVFMv2vY3415vtKXNtAOR9bCMep8Sp2DeFCG0bd-vGiemGRW4nwPryGQ; expires=Sun, 28-Feb-2027 21:50:10 GMT; path=/; domain=.google.com; Secure; HttpOnly; SameSite=lax"", ""p3p"": ""CP=\\""This is not a P3P policy! See g.co/p3phelp for more info.\\"""", ""content-type"": ""text/plain; charset=UTF-8"", ""content-encoding"": ""gzip"", ""date"": ""Thu, 29 Jan 2026 05:31:52 GMT"", ""server"": ""Playlog"", ""content-length"": ""131"", ""x-xss-protection"": ""0"", ""x-frame-options"": ""SAMEORIGIN"", ""alt-svc"": ""h3=\\"":443\\""; ma=2592000,h3-29=\\"":443\\""; ma=2592000"", ""expires"": ""Thu, 29 Jan 2026 05:31:52 GMT"", ""cache-control"": ""private""}",2026-01-29T14:31:51.649092,https://doctissimo.fr,2026-01-29T14:33:04.694260,Santé et bien être avec Doctissimo,doctissimo_fr,third-party
CFSESSID,4dc1dkpk9nk7h5t5a1tr546nvr,.doctissimo.fr,/,False,1772256764,True,https://forum.doctissimo.fr/login.html,POST,referer_url=https%3A%2F%2Fwww.doctissimo.fr%2F&login_name=ale.fischer27%40gmail.com&password=%231Dataprivacy1%23&login_submit=,"{""Host"": ""forum.doctissimo.fr"", ""Connection"": ""keep-alive"", ""Content-Length"": ""126"", ""Cache-Control"": ""max-age=0"", ""sec-ch-ua"": ""\\""Not(A:Brand\\"";v=\\""8\\"", \\""Chromium\\"";v=\\""144\\"", \\""Google Chrome\\"";v=\\""144\\"""", ""sec-ch-ua-mobile"": ""?0"", ""sec-ch-ua-platform"": ""\\""Windows\\"""", ""Origin"": ""https://forum.doctissimo.fr"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Upgrade-Insecure-Requests"": ""1"", ""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"", ""Accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7"", ""Sec-Fetch-Site"": ""same-origin"", ""Sec-Fetch-Mode"": ""navigate"", ""Sec-Fetch-User"": ""?1"", ""Sec-Fetch-Dest"": ""document"", ""Referer"": ""https://forum.doctissimo.fr/inscription.html"", ""Accept-Encoding"": ""gzip, deflate, br, zstd"", ""Accept-Language"": ""en-US,en;q=0.9"", ""Cookie"": ""didomi_token=eyJ1c2VyX2lkIjoiMTljMDgzY2EtYWQ3OS02YzI4LThiODItOTM0Y2NlZGQ5NmY2IiwiY3JlYXRlZCI6IjIwMjYtMDEtMjlUMDU6MzE6NTkuNTc1WiIsInVwZGF0ZWQiOiIyMDI2LTAxLTI5VDA1OjMyOjE0LjQ5MFoiLCJ2ZW5kb3JzIjp7ImVuYWJsZWQiOlsiZ29vZ2xlIiwiYW1hem9uIiwiYzpsaW5rZWRpbiIsImM6ZWJheWluYy1iTkdyaWtRdyIsImM6dW5ydWx5Z3JvLW5LeUxxZEtpIiwiYzpvcmFjbGVkYXQtejJjcEtDWXQiLCJjOmlwcm9zcGVjdC1xSml0RlBFQiIsImM6YWRtYXhpbS1lZmhGUHp6dCIsImM6YWQzNjAtRkRHS0hUNkciLCJjOmxpbmtlZGluLVFBUEhuelpNIiwiYzpiYW5uZXJmbG93LWY5Y0t3TEFBIiwiYzpncm91cG1zZS1GSHEyQ1J0YyIsImM6YW1vYmVlLXRwWXE0V1lnIiwiYzphZmZpbml0eS13MkZoOVVuaSIsImM6aXByb3NwZWN0LTRQbjdwNFB6IiwiYzpjb21zY29yZS16UTg5aWNwVCIsImM6c2FtYmF0di1ua240NFhZOCIsImM6a2FudGFybWVkLUNha2FaN1o4IiwiYzpzYWxlc2ZvcmNlLVFMa0hGZTd5IiwiYzphZHRoZW9yZW4tQlBQZGNURm4iLCJjOmdyb3VwbXVrLW1GQnJMeUE0IiwiYzpnb2xkZW5iZWUtWjlheDJ4WUMiLCJjOnJldGFpbHNwby1mUFBGNzRwRSIsImM6bHVjaWRtZWRpLTRNQmVxQkRwIiwiYzpvdXRicmFpbmEtM1VUSlZHODQiLCJjOnJva3VhZHZlci1paGFaemNkOSIsImM6cm9rdWFkdmVyLTJHQThBQXBxIiwiYzpzYW1zdW5nYWQtZWNNR0RhSkgiLCJjOnlhbmRleCIsImM6YW1wbGlmZnktcWFLcU0ySmYiLCJjOmdvb2dsZWFuYS00VFhuSmlnUiIsImM6YmFiYWJhbS15ZmZVV2FtMiIsImM6aW50ZXJtYXJjaC1FWE5RV05UNCIsImM6dGYxLUZwbU5BN0g4IiwiYzpyZWxldmFuYy16akU3WDJyRSIsImM6bmVzdGxlLWVqeWdEZ0hiIiwiYzpnb29nbGVhbmEtN0U4eXlhcUQiLCJjOnBpbnRlcmVzdC1XYWU2Z3lIUyIsImM6ZmFjZWJvb2stWmlqNzZlNk4iLCJjOmhlYXRtYXAiLCJjOnBlcm11dGl2ZS0zQmV4V2lxTiIsImM6aW5zdGFncmFtLUo2S2VpWjlHIiwiYzp0d2l0dGVyLXpKNTdmbW1aIiwiYzpuZXVzdGFyLUdyN0Qybm55IiwiYzphZGxvb3AtZG1HWFVVbUMiLCJjOnRpa3Rvay1LWkFVUUxaOSIsImM6a2FudGFyd29yLTllcEVXS2VLIiwiYzpEb2N0aXNzaW1vX3dlYiIsImM6cWlvdGEtaFVZSEt3dzIiLCJjOmxlYWRzcnhpLXBqREVlQVpWIiwiYzp0cmVzZW5zYS1OVTN6Rm5XYyIsImM6YXZvY2V0c3lzLXE3VmRrcHJiIiwiYzpqdy1wbGF5ZXIiLCJjOm1pY3Jvc29mdCIsImM6cHJlYmlkb3JnLXl3TUN6YmtwIiwiYzp1cHdhdmVpbmMtNkNxWUxpUlEiLCJjOmtheXplbi1lM2hKYm1iUiIsImM6bG9yZWFsLTJNZmlnRlpjIiwiYzphbWF6b25hZC1pTVVxOE5nWiJdfSwicHVycG9zZXMiOnsiZW5hYmxlZCI6WyJkZXZpY2VfY2hhcmFjdGVyaXN0aWNzIiwiZ2VvbG9jYXRpb25fZGF0YSIsIm1hcmtldGluZyIsImFkdmVydGlzaW5nIiwiYW5hbHl0aWNzX3RyYWNraW5nIiwiTWVzdXJlYXVkaWVuY2UiLCJyZXNlYXV4c29jaWF1eCIsIkZvbmN0aW9ubmFsaXRlYW1lbGlvcmF0aW9uIl19LCJ2ZW5kb3JzX2xpIjp7ImVuYWJsZWQiOlsiZ29vZ2xlIiwiYzpjb21zY29yZS16UTg5aWNwVCJdfSwicHVycG9zZXNfbGkiOnsiZW5hYmxlZCI6WyJhbmFseXRpY3NfdHJhY2tpbmciXX0sInZlcnNpb24iOjIsImFjIjoiaEl1QmNBRDBBUFFBeEFCekFHOUFQY0FpWUJJQUVGZ0lOZ1JKQWtjQlljQ3g0R3ZRUExBZkRCQW9DQm9FSFlJcFFSVmdrWUJJMkNWTUV1QUp4WVVEaFFRQ2dzRm1vTFBnV3VBdG9CY21EQndHRzBNb2d5akJscURPMEdnWU9rdzJKaUxqR3RHUFhOQ1JZQUFBLmhJdUJjQUQwQVBRQXhBQnpBRzlBUGNBaVlCSUFFRmdJTmdSSkFrY0JZY0N4NEd2UVBMQWZEQkFvQ0JvRUhZSXBRUlZna1lCSTJDVk1FdUFKeFlVRGhRUUNnc0Ztb0xQZ1d1QXRvQmNtREJ3R0cwTW9neWpCbHFETzBHZ1lPa3cySmlMakd0R1BYTkNSWUFBQSJ9; euconsent-v2=CQeyl4AQeyl4AAHABBENCPFsAP_gAEPgAAqIL8NR_G__bWlr-bb3aftkeYxP9_hr7sQxBgbJk24FzLvW7JwX12E5NAzatqIKmRIAu3TBIQNlHJDURVCgKIgFryDMaEyUoTNKJ6BkiFMZI2tYCFxvm4tjWQCY4vr99lc1mB-N7dr82dzyy6hnn3a5_-S1UJCcIYetDfv8ZBKT-9IE9_x8v4v4_EbpE2-eS1n_tGvp4jd-YnM_dBmxt-TSff7Pn__rl_e7X_vc_n3zv94XH77v_-__f_-7___2b_-__BfcAEw0KiCMsiBAIFAwggQAKCsIAKBAEAACQNEBACYMCHIGACawmQAgBQADBACAAEGAAIAABIAEIgAoAIBACBAIFAAGABAEBAAQMAAYALEQCAAEB0DFMCCAQLABIzKoNMCUABIICWyoQSgYAFcIQiywCCBETBQAAAkAFAQAAPBYCAkgJWJBAFxBNAAAQAABRACQIpCzAEFQZotAWBJwGRpgGD5gmSU6DJAmCEhJMiE3oTDxSFECCHIDYpZgDp4goAQBSkAMAiwD-wI7DoAgBFgGmgP7AjsEgAgNzIAAQH9kgAIAjgAA.f_wACHwAAAAA""}",302.0,"{""Date"": ""Thu, 29 Jan 2026 05:32:44 GMT"", ""Server"": ""Apache/2.4.66 (Debian)"", ""Strict-Transport-Security"": ""max-age=15768000"", ""x-xss-protection"": ""1"", ""strict-transport-security"": ""max-age=15768000"", ""expires"": ""Thu, 19 Nov 1981 08:52:00 GMT"", ""cache-control"": ""no-store, no-cache, must-revalidate"", ""pragma"": ""no-cache"", ""location"": ""https://club.doctissimo.fr/is_authentified.html?redirect=https%3A%2F%2Fwww.doctissimo.fr%2F"", ""access-control-allow-origin"": ""https://forum.doctissimo.fr"", ""access-control-allow-credentials"": ""true"", ""access-control-allow-method"": ""POST, GET, PUT, OPTIONS"", ""access-control-allow-headers"": ""X-Requested-With, Content-Type, X-HTTP-Method-Override"", ""access-control-max-age"": ""86400"", ""content-length"": ""0"", ""content-type"": ""text/html; charset=utf-8"", ""age"": ""0"", ""via"": ""1.1 varnish (Varnish/7.1)"", ""vary"": ""X-Forwarded-Proto"", ""set-cookie"": ""CFSESSID=4dc1dkpk9nk7h5t5a1tr546nvr; expires=Sat, 28-Feb-2026 05:32:44 GMT; Max-Age=2592000; path=/; domain=.doctissimo.fr; HttpOnly"", ""Keep-Alive"": ""timeout=5, max=100"", ""Connection"": ""Keep-Alive""}",2026-01-29T14:32:42.596078,https://doctissimo.fr,2026-01-29T14:33:04.694260,Santé et bien être avec Doctissimo,doctissimo_fr,first-party
didomi_token,eyJ1c2VyX2lkIjoiMTljMDgzY2EtYWQ3OS02YzI4LThiODItOTM0Y2NlZGQ5NmY2IiwiY3JlYXRlZCI6IjIwMjYtMDEtMjlUMDU6MzE6NTkuNTc1WiIsInVwZGF0ZWQiOiIyMDI2LTAxLTI5VDA1OjMyOjE0LjQ5MFoiLCJ2ZW5kb3JzIjp7ImVuYWJsZWQiOlsiZ29vZ2xlIiwiYW1hem9uIiwiYzpsaW5rZWRpbiIsImM6ZWJheWluYy1iTkdyaWtRdyIsImM6dW5ydWx5Z3JvLW5LeUxxZEtpIiwiYzpvcmFjbGVkYXQtejJjcEtDWXQiLCJjOmlwcm9zcGVjdC1xSml0RlBFQiIsImM6YWRtYXhpbS1lZmhGUHp6dCIsImM6YWQzNjAtRkRHS0hUNkciLCJjOmxpbmtlZGluLVFBUEhuelpNIiwiYzpiYW5uZXJmbG93LWY5Y0t3TEFBIiwiYzpncm91cG1zZS1GSHEyQ1J0YyIsImM6YW1vYmVlLXRwWXE0V1lnIiwiYzphZmZpbml0eS13MkZoOVVuaSIsImM6aXByb3NwZWN0LTRQbjdwNFB6IiwiYzpjb21zY29yZS16UTg5aWNwVCIsImM6c2FtYmF0di1ua240NFhZOCIsImM6a2FudGFybWVkLUNha2FaN1o4IiwiYzpzYWxlc2ZvcmNlLVFMa0hGZTd5IiwiYzphZHRoZW9yZW4tQlBQZGNURm4iLCJjOmdyb3VwbXVrLW1GQnJMeUE0IiwiYzpnb2xkZW5iZWUtWjlheDJ4WUMiLCJjOnJldGFpbHNwby1mUFBGNzRwRSIsImM6bHVjaWRtZWRpLTRNQmVxQkRwIiwiYzpvdXRicmFpbmEtM1VUSlZHODQiLCJjOnJva3VhZHZlci1paGFaemNkOSIsImM6cm9rdWFkdmVyLTJHQThBQXBxIiwiYzpzYW1zdW5nYWQtZWNNR0RhSkgiLCJjOnlhbmRleCIsImM6YW1wbGlmZnktcWFLcU0ySmYiLCJjOmdvb2dsZWFuYS00VFhuSmlnUiIsImM6YmFiYWJhbS15ZmZVV2FtMiIsImM6aW50ZXJtYXJjaC1FWE5RV05UNCIsImM6dGYxLUZwbU5BN0g4IiwiYzpyZWxldmFuYy16akU3WDJyRSIsImM6bmVzdGxlLWVqeWdEZ0hiIiwiYzpnb29nbGVhbmEtN0U4eXlhcUQiLCJjOnBpbnRlcmVzdC1XYWU2Z3lIUyIsImM6ZmFjZWJvb2stWmlqNzZlNk4iLCJjOmhlYXRtYXAiLCJjOnBlcm11dGl2ZS0zQmV4V2lxTiIsImM6aW5zdGFncmFtLUo2S2VpWjlHIiwiYzp0d2l0dGVyLXpKNTdmbW1aIiwiYzpuZXVzdGFyLUdyN0Qybm55IiwiYzphZGxvb3AtZG1HWFVVbUMiLCJjOnRpa3Rvay1LWkFVUUxaOSIsImM6a2FudGFyd29yLTllcEVXS2VLIiwiYzpEb2N0aXNzaW1vX3dlYiIsImM6cWlvdGEtaFVZSEt3dzIiLCJjOmxlYWRzcnhpLXBqREVlQVpWIiwiYzp0cmVzZW5zYS1OVTN6Rm5XYyIsImM6YXZvY2V0c3lzLXE3VmRrcHJiIiwiYzpqdy1wbGF5ZXIiLCJjOm1pY3Jvc29mdCIsImM6cHJlYmlkb3JnLXl3TUN6YmtwIiwiYzp1cHdhdmVpbmMtNkNxWUxpUlEiLCJjOmtheXplbi1lM2hKYm1iUiIsImM6bG9yZWFsLTJNZmlnRlpjIiwiYzphbWF6b25hZC1pTVVxOE5nWiJdfSwicHVycG9zZXMiOnsiZW5hYmxlZCI6WyJkZXZpY2VfY2hhcmFjdGVyaXN0aWNzIiwiZ2VvbG9jYXRpb25fZGF0YSIsIm1hcmtldGluZyIsImFkdmVydGlzaW5nIiwiYW5hbHl0aWNzX3RyYWNraW5nIiwiTWVzdXJlYXVkaWVuY2UiLCJyZXNlYXV4c29jaWF1eCIsIkZvbmN0aW9ubmFsaXRlYW1lbGlvcmF0aW9uIl19LCJ2ZW5kb3JzX2xpIjp7ImVuYWJsZWQiOlsiZ29vZ2xlIiwiYzpjb21zY29yZS16UTg5aWNwVCJdfSwicHVycG9zZXNfbGkiOnsiZW5hYmxlZCI6WyJhbmFseXRpY3NfdHJhY2tpbmciXX0sInZlcnNpb24iOjIsImFjIjoiaEl1QmNBRDBBUFFBeEFCekFHOUFQY0FpWUJJQUVGZ0lOZ1JKQWtjQlljQ3g0R3ZRUExBZkRCQW9DQm9FSFlJcFFSVmdrWUJJMkNWTUV1QUp4WVVEaFFRQ2dzRm1vTFBnV3VBdG9CY21EQndHRzBNb2d5akJscURPMEdnWU9rdzJKaUxqR3RHUFhOQ1JZQUFBLmhJdUJjQUQwQVBRQXhBQnpBRzlBUGNBaVlCSUFFRmdJTmdSSkFrY0JZY0N4NEd2UVBMQWZEQkFvQ0JvRUhZSXBRUlZna1lCSTJDVk1FdUFKeFlVRGhRUUNnc0Ztb0xQZ1d1QXRvQmNtREJ3R0cwTW9neWpCbHFETzBHZ1lPa3cySmlMakd0R1BYTkNSWUFBQSJ9,.doctissimo.fr,/,False,1785475934,False,,,,,,,2026-01-29T14:33:04.694260,https://doctissimo.fr,2026-01-29T14:33:04.694260,Santé et bien être avec Doctissimo,doctissimo_fr,first-party
euconsent-v2,CQeyl4AQeyl4AAHABBENCPFsAP_gAEPgAAqIL8NR_G__bWlr-bb3aftkeYxP9_hr7sQxBgbJk24FzLvW7JwX12E5NAzatqIKmRIAu3TBIQNlHJDURVCgKIgFryDMaEyUoTNKJ6BkiFMZI2tYCFxvm4tjWQCY4vr99lc1mB-N7dr82dzyy6hnn3a5_-S1UJCcIYetDfv8ZBKT-9IE9_x8v4v4_EbpE2-eS1n_tGvp4jd-YnM_dBmxt-TSff7Pn__rl_e7X_vc_n3zv94XH77v_-__f_-7___2b_-__BfcAEw0KiCMsiBAIFAwggQAKCsIAKBAEAACQNEBACYMCHIGACawmQAgBQADBACAAEGAAIAABIAEIgAoAIBACBAIFAAGABAEBAAQMAAYALEQCAAEB0DFMCCAQLABIzKoNMCUABIICWyoQSgYAFcIQiywCCBETBQAAAkAFAQAAPBYCAkgJWJBAFxBNAAAQAABRACQIpCzAEFQZotAWBJwGRpgGD5gmSU6DJAmCEhJMiE3oTDxSFECCHIDYpZgDp4goAQBSkAMAiwD-wI7DoAgBFgGmgP7AjsEgAgNzIAAQH9kgAIAjgAA.f_wACHwAAAAA,.doctissimo.fr,/,False,1785475934,False,,,,,,,2026-01-29T14:33:04.694260,https://doctissimo.fr,2026-01-29T14:33:04.694260,Santé et bien être avec Doctissimo,doctissimo_fr,first-party
rw_didomi_consent_accepted,1,www.doctissimo.fr,/,False,1801200734,False,,,,,,,2026-01-29T14:33:04.694260,https://doctissimo.fr,2026-01-29T14:33:04.694260,Santé et bien être avec Doctissimo,doctissimo_fr,third-party
CF_connected,1,.doctissimo.fr,/,False,1772256764,False,,,,,,,2026-01-29T14:33:04.694260,https://doctissimo.fr,2026-01-29T14:33:04.694260,Santé et bien être avec Doctissimo,doctissimo_fr,first-party
CF_user_id,12317300,.doctissimo.fr,/,False,1772256764,False,,,,,,,2026-01-29T14:33:04.694260,https://doctissimo.fr,2026-01-29T14:33:04.694260,Santé et bien être avec Doctissimo,doctissimo_fr,first-party
CF_user_login,Alex.Fischer,.doctissimo.fr,/,False,1772256764,False,,,,,,,2026-01-29T14:33:04.694260,https://doctissimo.fr,2026-01-29T14:33:04.694260,Santé et bien être avec Doctissimo,doctissimo_fr,first-party
CF_user_pass,compat_mode,.doctissimo.fr,/,False,1772256764,True,,,,,,,2026-01-29T14:33:04.694260,https://doctissimo.fr,2026-01-29T14:33:04.694260,Santé et bien être avec Doctissimo,doctissimo_fr,first-party
CF_user_sex,1,.doctissimo.fr,/,False,1772256764,False,,,,,,,2026-01-29T14:33:04.694260,https://doctissimo.fr,2026-01-29T14:33:04.694260,Santé et bien être avec Doctissimo,doctissimo_fr,first-party
